,cnpj,name,phone,address
393,37.058.193/0001-41,Peixoto,+55 (081) 4856 6601,"Viaduto Maria Flor Fernandes, 44
Granja De Freitas
22088-359 Peixoto / BA"
394,37.208.997/0001-80,da Costa,+55 (061) 6962-6893,"Favela Maria Cecília Pires, 624
Vila Suzana Segunda Seção
81956-065 Porto / ES"
395,37.275.190/0001-60,Câmara e Filhos,+55 81 3773-4260,"Praia de Pereira
Vila Nova Cachoeirinha 1ª Seção
55218-834 Moura / MT"
396,37.334.208/0001-57,da Conceição - ME,61 8316 0382,"Fazenda de Sampaio, 84
Vila Santo Antônio Barroquinha
58105-167 Novais / AP"
397,37.352.821/0001-05,Vieira,+55 (041) 1673-9015,"Fazenda de Vasconcelos, 550
Alta Tensão 2ª Seção
89058028 Moura de Minas / AL"
398,37.368.081/0001-97,Rodrigues - EI,(051) 9279 7397,"Residencial Lopes, 9
Teixeira Dias
49906485 Melo / MA"
399,37.408.746/0001-49,Borges,0900 080 4664,"Favela de Cavalcanti, 24
Vila Fumec
53773849 Carvalho / SC"
400,37.553.753/0001-34,da Mota,+55 (011) 5975 9548,"Estação Azevedo, 87
Vila Olhos D'água
85740575 Monteiro da Mata / MS"
401,37.591.803/0001-78,Santos,(071) 7805-4672,"Parque Pimenta, 916
Vila Sesc
12940135 Carvalho / DF"
402,37.664.474/0001-48,Borges,+55 (051) 5628-3199,"Passarela Théo Lopes
Xodo-Marize
80412330 Caldeira de Ribeiro / PB"
403,37.684.904/0001-93,Marques,+55 31 6314 5195,"Avenida Sousa, 3
Goiania
35398-084 da Mata / AL"
404,37.889.281/0001-95,das Neves Moraes - EI,51 8387 9653,"Lago Gomes, 77
Barroca
83924-225 Viana do Oeste / AL"
405,37.931.617/0001-30,Moraes,+55 41 5014 3016,"Viaduto Teixeira, 515
Vila Coqueiral
48928140 Abreu de Sousa / RN"
406,38.007.002/0001-85,Camargo,+55 (081) 5272-7686,"Aeroporto Ryan Jesus, 61
Dom Bosco
06842125 das Neves / AM"
407,38.721.672/0001-69,Alves,61 1414 1251,"Vereda de Freitas
Canadá
69606-040 da Rocha das Flores / SP"
408,39.034.916/0001-06,Fonseca,(051) 7292 3068,"Colônia Silva, 72
Grotinha
70160014 Leão / TO"
409,39.064.558/0001-76,Rodrigues,31 1587 2846,"Passarela Melissa Araújo, 866
Ouro Minas
70911255 Sá / MS"
410,39.221.778/0001-66,da Paz,71 3956-9047,"Vila Valentina Mendonça, 88
Vila Santo Antônio
30831-975 Souza da Praia / RN"
411,39.395.483/0001-06,Vieira S/A,+55 (041) 9567-3558,"Largo de Rodrigues, 73
Inconfidência
48657-511 Montenegro do Campo / PB"
412,39.504.944/0001-31,da Paz,(061) 4983 9971,"Sítio de Abreu, 65
Independência
74691-081 Ferreira / RR"
413,39.535.581/0001-00,Pastor,+55 81 8566 8641,"Aeroporto de da Luz, 7
Planalto
56771-607 Melo Verde / MS"
414,39.552.335/0001-58,Carvalho Silveira Ltda.,+55 51 8510 9703,"Aeroporto Campos
São Marcos
67317314 Fernandes do Amparo / PI"
415,39.624.380/0001-70,Costela - EI,(084) 8321-1111,"Setor de da Mata, 14
Paraíso
03631418 da Cruz de Moura / RO"
416,39.650.007/0001-94,Albuquerque,+55 (084) 5443 9951,"Rodovia Rezende, 36
João Pinheiro
53099-877 Sá / RN"
417,39.655.016/0001-78,Freitas S/A,(084) 9753 3035,"Chácara de Ramos, 34
Madri
70010-617 Cunha / AC"
418,39.706.683/0001-32,Sales - ME,+55 (031) 8829-9391,"Estrada Sá, 20
Caiçara - Adelaide
98221-154 Peixoto / AM"
419,39.748.328/0001-26,Câmara Rocha e Filhos,(021) 2396 4324,"Colônia Isis Jesus, 28
Dom Joaquim
39360-327 Sales Alegre / PR"
420,39.832.972/0001-88,Araújo Nunes S.A.,+55 84 4372 6514,"Chácara Lucas Pinto
Nova Suíça
42114-721 Carvalho / BA"
421,39.891.142/0001-21,Moreira,0900-174-8154,"Estação Joana Aparecida, 5
Vila Ipiranga
69291122 Fogaça / RO"
422,39.989.185/0001-44,Teixeira Melo - ME,+55 (041) 8019 9242,"Fazenda Lunna Nunes
Santa Amelia
99242618 da Paz de Cardoso / AL"
423,40.064.764/0001-65,Carvalho,(061) 4465-4897,"Viaduto Pastor, 822
Vila Independencia 1ª Seção
65182049 Mendonça / MA"
424,40.318.397/0001-89,Rodrigues da Conceição Ltda.,0900 696 2214,"Colônia de Cirino, 2
Santa Helena
84550-993 Barbosa de Camargo / PE"
425,40.352.848/0001-02,Sá,+55 31 4618 2246,"Conjunto de Silva, 82
Grota
28569-457 Barbosa da Praia / AP"
426,40.588.584/0001-82,Ribeiro,71 8974-1818,"Campo Paulo Aragão, 58
Floresta
11392460 Costa / RJ"
427,40.690.494/0001-06,Carvalho,84 8555 5457,"Núcleo Pires
Horto Florestal
80693-598 Martins / PB"
428,40.830.356/0001-77,Fernandes Sousa S.A.,0900-352-9992,"Lago de Cunha, 368
Jardim Do Vale
48427-542 Macedo Alegre / PA"
429,41.022.598/0001-05,da Luz Sá Ltda.,0500-195-8919,"Estrada Ana Cecília Sousa, 16
Europa
53787018 Sampaio de Minas / PB"
430,41.258.026/0001-11,Rios - EI,(021) 9729 7457,"Conjunto de Azevedo, 77
Flavio Marques Lisboa
47814-861 Oliveira das Pedras / RJ"
431,41.389.936/0001-33,Rios Viana - EI,21 9789 7423,"Recanto Cavalcanti
Zilah Sposito
42207162 da Luz / SP"
432,41.591.773/0001-77,Andrade da Conceição S.A.,+55 (084) 1363 7184,"Via Cassiano, 96
Vila Satélite
83893-194 Castro da Mata / MS"
433,42.309.665/0001-21,Cunha,61 6038 3469,"Lago de Rios, 90
Ipe
84383416 Alves do Amparo / PI"
434,42.618.651/0001-90,da Rocha,(011) 2166 8073,"Praia Fernando Marques, 42
Vila Madre Gertrudes 2ª Seção
03535-914 Andrade / AC"
435,42.623.832/0001-04,Silva,+55 41 3474-7794,"Estação de Ramos, 78
Vila Batik
07502-227 Cardoso de da Conceição / SP"
436,42.699.264/0001-25,Azevedo S.A.,(084) 4269-8770,"Loteamento Carvalho, 8
Alta Tensão 2ª Seção
26407-497 Pinto de Sá / MA"
437,42.750.294/0001-19,Albuquerque,(021) 2102 7873,"Trecho Yago Rezende, 99
Etelvina Carneiro
18346017 Sá Paulista / RO"
438,42.855.340/0001-44,Pimenta,(011) 7598-7276,"Passarela Kamilly Santos, 1
Serra Do Curral
19144979 Pimenta / PR"
439,42.980.006/0001-12,Costela Teixeira - EI,+55 11 1925-6889,"Morro Daniela Cavalcanti, 56
Buraco Quente
58239-251 Pastor da Mata / RO"
440,43.200.221/0001-16,Novaes e Filhos,+55 51 8002 0186,"Alameda Andrade, 7
Flavio Marques Lisboa
04423108 Rios / PR"
441,43.385.176/0001-11,da Costa,71 4636-6928,"Esplanada Kaique Leão, 67
Vila Piratininga
54861553 Borges / AC"
442,43.496.620/0001-76,Moura,71 8715-4527,"Núcleo Aparecida, 539
Zilah Sposito
38693-545 Montenegro / AP"
443,43.501.812/0001-23,Souza,+55 61 4477-3909,"Campo de Andrade, 1
Vista Do Sol
11609-291 Aragão do Amparo / SP"
444,43.540.536/0001-02,Albuquerque Gomes - ME,+55 (051) 7811 6660,"Morro de Rodrigues, 39
João Pinheiro
21136395 Fonseca das Flores / RR"
445,43.582.112/0001-00,Pinto da Costa - ME,0300 087 7368,"Rodovia Silveira, 8
Vila Havaí
24518433 Silva dos Dourados / PR"
446,43.627.485/0001-50,Cardoso Cirino - ME,11 2963-7542,"Rua de Azevedo, 63
Satelite
73128173 Casa Grande de Cassiano / MA"
447,43.637.622/0001-38,Teixeira da Cunha - ME,(071) 5362 5302,"Praça Sá, 99
Ribeiro De Abreu
26030595 Aragão / MT"
448,43.803.948/0001-98,Viana,(081) 9768-8367,"Passarela Silva, 52
Pirineus
47849-562 da Cunha Grande / GO"
449,43.908.480/0001-04,Nascimento Monteiro e Filhos,+55 (031) 5915 9718,"Parque Alves, 6
Jardim Dos Comerciarios
52927623 da Mota das Flores / RS"
450,44.131.221/0001-74,Brito Nogueira - EI,+55 84 6091 4628,"Feira Marcos Vinicius Pires, 578
Vila São Paulo
20881521 das Neves / SE"
451,44.164.437/0001-36,Cavalcanti e Filhos,+55 (071) 1733 6945,"Passarela Maria Pacheco, 86
União
94946374 Araújo das Flores / MA"
452,44.204.862/0001-01,Vargas - EI,+55 (021) 5142-2445,"Quadra Gonçalves, 41
Barroca
15517-285 Siqueira / RO"
453,44.307.198/0001-26,da Rosa S.A.,+55 84 0016-2500,"Sítio de da Costa, 527
São Jorge 2ª Seção
81825162 Mendes do Amparo / RJ"
454,44.349.155/0001-03,Moreira e Filhos,81 6411-2939,"Parque Farias, 89
Vila Nova Dos Milionarios
64299409 da Luz / RN"
455,44.416.654/0001-76,Barbosa,(051) 7521-9355,"Fazenda Mendes, 37
Manacas
85468-881 Monteiro / GO"
456,44.626.463/0001-39,Garcia - EI,(021) 3493 0328,"Passarela de Correia, 156
Tirol
24985647 Vasconcelos / AM"
457,44.786.154/0001-26,Carvalho,71 6637 9808,"Favela Esther Sousa, 5
Mariano De Abreu
68885978 Guerra / SC"
458,44.904.455/0001-07,Montenegro,(084) 5352 8039,"Jardim Ryan Nascimento, 94
Castelo
02266-652 Vargas / SP"
459,45.012.979/0001-56,Sales - EI,81 7733 7409,"Estrada Aragão, 87
Vila Canto Do Sabiá
75184-978 Duarte de Cavalcante / RJ"
460,45.388.351/0001-50,Monteiro Pereira e Filhos,71 5153 4362,"Parque de Garcia, 66
Vila Engenho Nogueira
18991671 Moreira do Campo / MT"
461,45.392.411/0001-08,Mendes,+55 (021) 7749-3917,"Esplanada de Melo, 82
Mangueiras
93706-268 Fonseca / RR"
462,45.511.933/0001-81,Garcia Silveira S.A.,(071) 4038-2264,"Trevo Lopes, 17
Coração Eucarístico
93937486 Barbosa / SE"
463,45.548.301/0001-92,da Costa,+55 61 5175-4654,"Quadra de Azevedo, 993
Santa Sofia
71293408 Viana de Moreira / SP"
464,45.581.635/0001-68,Casa Grande,11 3170 9008,"Chácara de Santos
Vila Puc
76571427 Câmara / PB"
465,45.738.443/0001-12,Ferreira,84 0573 7692,"Feira Pietro Montenegro, 31
Vila Maria
83939014 Duarte / RJ"
466,45.754.284/0001-40,Pinto Mendes S/A,0300-937-0328,"Sítio de Borges, 46
Vila De Sá
03519-753 Melo / MS"
467,45.955.155/0001-10,Correia,61 0278-9989,"Vila Ramos, 64
Garças
90358-529 Borges da Prata / SE"
468,46.290.784/0001-30,Pacheco Correia S.A.,(051) 2553 3871,"Vereda Cecilia Andrade, 50
Tres Marias
41920495 Leão / BA"
469,46.435.060/0001-38,Garcia - EI,0900-651-1741,"Núcleo Natália da Rosa, 248
Floramar
09991-519 Porto da Mata / PI"
470,46.445.213/0001-28,Costela,+55 31 4011 8853,"Trevo de Pereira, 31
Centro
17224252 Sales / BA"
471,46.521.714/0001-46,Castro,(071) 8786-6565,"Setor de da Paz, 17
São Tomaz
43294-905 Ramos Paulista / MG"
472,46.562.584/0001-90,Moraes,11 6713-0185,"Lagoa Oliveira, 39
Esplanada
08854-042 Pinto / MA"
473,46.805.404/0001-53,Castro,(041) 8889 1827,"Feira Ágatha Melo, 87
Corumbiara
00974-344 Moreira do Sul / RJ"
474,47.020.596/0001-55,Costa Rodrigues Ltda.,31 6469-7431,"Avenida de Cavalcanti, 80
Conjunto São Francisco De Assis
88477990 Porto / AM"
475,47.026.530/0001-72,Cirino,(021) 3605-6425,"Rua Carvalho, 86
Vila Paraíso
53372-870 Jesus / GO"
476,47.248.745/0001-38,Castro Azevedo - EI,+55 (011) 9890 3501,"Passarela de Albuquerque, 37
Maria Goretti
86138094 Pinto / AC"
477,47.285.518/0001-82,Correia Moraes S/A,+55 51 9707 4890,"Aeroporto Nunes, 96
Pirineus
03041-555 Aparecida da Serra / CE"
478,47.315.903/0001-25,Azevedo Leão - ME,+55 41 8110 3320,"Área de Rezende
Aguas Claras
89156775 Nunes de Monteiro / DF"
479,47.405.136/0001-45,Pimenta Brito S.A.,+55 71 8115 1864,"Vila Fonseca, 8
Tupi B
44636119 da Costa do Galho / PE"
480,47.470.670/0001-35,Camargo Barbosa e Filhos,84 6358 2387,"Setor Sara Garcia, 968
Graça
70220785 Sampaio / MG"
481,47.543.272/0001-00,Sales Ltda.,+55 11 5668-9824,"Parque Gustavo Carvalho, 7
Antonio Ribeiro De Abreu 1ª Seção
73504417 da Mota / RS"
482,47.577.305/0001-24,Câmara - EI,+55 (051) 8532-1611,"Alameda de Cavalcanti
Ipiranga
13143728 Lopes / AM"
483,47.647.414/0001-70,Cassiano Cassiano S/A,+55 (071) 4794-7184,"Vale de Correia, 474
Vila Olhos D'água
63201285 Melo da Mata / RR"
484,47.758.445/0001-07,Costela da Mata S/A,61 6956-5821,"Campo Sousa, 635
Vila Piratininga Venda Nova
98487124 Pastor das Flores / RJ"
485,47.824.740/0001-06,Pires,+55 (021) 9033-3223,"Conjunto Arthur Gabriel Vieira, 553
Pilar
20339897 Aragão / MG"
486,47.947.152/0001-60,Farias e Filhos,+55 71 7115 8771,"Vereda de Souza, 35
Barro Preto
03905-523 Pimenta / RN"
487,48.012.115/0001-22,Moreira da Rocha e Filhos,+55 31 5513-6103,"Passarela de Moura, 700
São Gonçalo
01205002 Aparecida / AP"
488,48.034.509/0001-81,Sampaio,+55 (021) 2633 6017,"Fazenda Lima, 58
Vila Esplanada
55915202 Pinto / AC"
489,48.159.023/0001-70,Fonseca e Filhos,+55 41 5020 8362,"Fazenda de Brito, 65
Vila São Dimas
12093-995 Novais / CE"
490,48.216.639/0001-35,Garcia - ME,+55 (081) 2364-4460,"Chácara da Luz
Vila Santa Monica 2ª Seção
85210329 Cassiano das Pedras / SE"
491,48.315.155/0001-43,Lopes,(021) 8356-3342,"Pátio de Câmara, 3
Santa Cecilia
92982-865 Costela da Prata / DF"
492,48.322.877/0001-25,Castro,(021) 9048-2342,"Trecho Camila Farias, 44
Saudade
29155-379 Araújo / PE"
493,48.700.663/0001-45,da Mota Correia - EI,(084) 0919-1873,"Travessa Aparecida
Luxemburgo
69343209 Barbosa da Serra / AP"
494,48.765.863/0001-86,Porto da Conceição - ME,(061) 9324-7915,"Lagoa Luiz Otávio Porto, 81
Cônego Pinheiro 2ª Seção
15416-637 Farias de Dias / PE"
495,48.774.243/0001-03,das Neves,+55 41 5001 0445,"Área de Peixoto, 641
Vila Antena
56066-791 Silveira do Galho / PE"
496,48.790.013/0001-38,da Mota Pires - ME,+55 (021) 8403-9572,"Ladeira Antônio Jesus, 5
Vila Satélite
68804434 da Conceição / PR"
497,48.802.752/0001-00,Cavalcanti,+55 (061) 7640 5444,"Recanto da Mata, 36
Santa Inês
14271049 Silveira do Oeste / RS"
498,48.808.553/0001-00,Cunha Ltda.,+55 84 9641-6574,"Quadra Luiza Garcia, 78
Vila São Paulo
61447-312 Fernandes Grande / PR"
499,48.859.537/0001-38,Ribeiro Montenegro - EI,+55 (071) 4621-0409,"Travessa de Correia, 32
Minas Brasil
66758483 Cavalcanti / AC"
500,48.946.351/0001-16,Pires S/A,+55 11 6195 2659,"Trevo de Sales, 156
Santa Cecilia
87202456 Novais de Goiás / RJ"
501,49.135.876/0001-34,Sales,+55 31 9515 2266,"Largo de Campos, 7
Vila Fumec
29647084 Pastor / RS"
502,49.275.879/0001-73,Teixeira S.A.,0900 771 2087,"Chácara Mendonça, 17
Vera Cruz
48687-845 Cirino / SP"
503,49.397.568/0001-87,Moreira S.A.,0900 600 0004,"Residencial de Nascimento, 261
Beija Flor
27556-856 Rezende da Praia / SP"
504,49.437.553/0001-03,Fernandes,0500-608-7514,"Rua Araújo, 5
Fernão Dias
28192121 Carvalho do Campo / PB"
505,49.489.389/0001-70,Costa S/A,(061) 7372 3509,"Distrito Bento Viana, 813
Vila Sesc
39825-036 Albuquerque das Flores / GO"
506,49.538.179/0001-24,da Conceição,+55 (021) 9347-1980,"Rua de Viana, 9
Coração Eucarístico
09808781 Rocha Paulista / GO"
507,49.614.872/0001-39,Guerra,0900-237-4058,"Chácara de da Mata, 45
Maria Helena
39604-664 Mendonça das Flores / GO"
508,49.713.497/0001-84,Gomes,21 5870-2260,"Feira de da Rocha, 634
Granja De Freitas
66849498 Siqueira das Flores / PR"
509,49.759.549/0001-53,Macedo,11 3922-8500,"Parque de Lopes, 48
Goiania
79844-087 Montenegro / PE"
510,49.805.037/0001-86,da Costa Borges S/A,81 4405 1446,"Jardim Melina Andrade, 2
Conjunto Bonsucesso
38520-002 Peixoto de Ferreira / AP"
511,49.870.114/0001-81,Abreu,+55 31 3516-9572,"Ladeira Luan Fogaça, 7
Vila Da Amizade
85575-572 Moraes de Monteiro / AL"
512,49.930.635/0001-87,da Cruz,(081) 1242-5466,"Setor Ana Beatriz Cirino
Sport Club
46636621 da Rocha da Praia / PI"
513,49.969.950/0001-18,Sousa,51 1428 3532,"Jardim de Fonseca, 98
Vila Piratininga
17796-964 Pires / BA"
514,50.334.908/0001-00,Costela,84 9335-1681,"Feira de Nogueira, 76
Vila Nova Dos Milionarios
82926-124 Fonseca de Ribeiro / MS"
515,50.697.618/0001-20,Pinto Ltda.,51 9921 8207,"Residencial de da Mata, 90
Nova Gameleira
18128-688 Cassiano / AL"
516,50.728.674/0001-85,Silveira Rios - ME,84 7635 7429,"Recanto de Souza, 77
Jardim Felicidade
88356760 Costela da Praia / SC"
517,50.901.946/0001-05,Jesus,+55 (061) 7472-4098,"Viaduto Davi Barbosa, 29
Vila Inestan
26319-150 Borges / CE"
518,51.263.636/0001-67,Casa Grande,(071) 5867 7918,"Setor Alice Correia, 74
Estoril
91886804 da Mata da Prata / RN"
519,51.381.653/0001-07,Pires,41 5015 1450,"Estação Igor Barros, 34
Castanheira
13023669 Pimenta da Praia / GO"
520,51.666.393/0001-08,Pinto Mendonça Ltda.,(051) 2297-9727,"Vila Pacheco, 50
Jaqueline
02150228 Gonçalves do Oeste / SE"
521,51.698.703/0001-76,Fonseca e Filhos,+55 (071) 1459-2276,"Ladeira Costela, 40
Nossa Senhora Aparecida
74920876 Santos da Serra / CE"
522,51.826.335/0001-02,da Cruz,51 2661 7866,"Viaduto Sabrina Pinto, 18
Vila Santo Antônio Barroquinha
89593-432 Lopes / SP"
523,51.877.895/0001-88,da Conceição,+55 31 4613 1731,"Parque Lucas Gabriel Casa Grande, 505
Minas Caixa
09863539 Nogueira do Galho / RJ"
524,51.893.276/0001-87,Macedo - EI,+55 11 8230 4411,"Viaduto das Neves, 464
São Vicente
13714-420 Moura Paulista / PR"
525,51.944.601/0001-93,Leão S.A.,+55 (011) 3314-8043,"Residencial de Sales
Vila Havaí
47078-367 Pinto da Prata / RS"
526,51.955.206/0001-06,Rocha Caldeira S.A.,+55 (081) 9793-9032,"Aeroporto Novaes, 70
Vila Nova Paraíso
88816093 Costa do Sul / MT"
527,52.040.704/0001-91,Silveira,61 4776-4079,"Alameda de Aparecida, 76
Vila Copasa
46599-003 Marques / AL"
528,52.104.380/0001-08,Carvalho Vieira S/A,(031) 8079 4492,"Favela Campos
Savassi
20851-960 Azevedo / GO"
529,52.121.849/0001-17,Nogueira,+55 (084) 3589 7194,"Aeroporto de Camargo, 85
Guaratã
21664923 Silva / MS"
530,52.471.126/0001-48,Aragão,51 4212 9929,"Praia de Souza, 437
Alto Barroca
13160-643 Barbosa / GO"
531,52.486.293/0001-62,Macedo,+55 (031) 1877-1998,"Praia João Lucas Alves
Palmeiras
30286627 Melo das Flores / RR"
532,52.542.507/0001-70,Andrade,+55 (084) 6223 6573,"Vereda de Nogueira, 1
Vila São Gabriel Jacui
94910-115 Ramos / AC"
533,52.741.180/0001-66,Araújo,81 7455-5960,"Recanto Fonseca
Minas Caixa
86205445 Brito de Pereira / AC"
534,52.776.712/0001-09,Cirino Pinto - EI,84 3425-8345,"Vale João Lucas Nunes, 889
Palmeiras
91050-005 Aparecida / BA"
535,52.837.157/0001-70,Vargas,81 4034-3203,"Residencial Brayan Silveira, 18
Céu Azul
31064594 Ferreira de Farias / AM"
536,52.864.192/0001-88,da Cruz - EI,31 5255-6532,"Quadra Alice Abreu, 41
Mirtes
28626-261 Dias / SC"
537,52.898.519/0001-32,Ferreira e Filhos,+55 84 4302-9978,"Chácara Fogaça, 78
Monsenhor Messias
03037-886 Aparecida de Rodrigues / PB"
538,52.927.845/0001-20,Pires S.A.,21 9294 8087,"Residencial das Neves
São Lucas
30329691 Teixeira / SE"
539,53.240.546/0001-86,Camargo Siqueira - EI,+55 (084) 4393-7647,"Feira de da Conceição, 40
Lorena
82334-545 Santos / AM"
540,53.319.758/0001-53,Moraes - EI,51 2582 5383,"Condomínio de Macedo, 58
Solimoes
58080462 Vasconcelos / PA"
541,53.493.388/0001-76,Freitas,(051) 2504-1377,"Aeroporto Emanuelly Rocha, 2
Fernão Dias
29261-579 da Cruz Grande / AP"
542,53.574.532/0001-07,Cassiano,31 2528-7072,"Lagoa de Gomes, 48
Conjunto Taquaril
27610374 Pastor / PE"
543,53.576.378/0001-02,da Mata Ltda.,0900-072-5673,"Fazenda Ana Sophia da Costa, 236
Vila Dos Anjos
11916729 Rios de Minas / TO"
544,53.596.359/0001-30,Barros,+55 (071) 0176 8398,"Núcleo Macedo, 335
Nossa Senhora Do Rosário
67494691 Leão de Camargo / TO"
545,53.613.636/0001-75,Azevedo,+55 71 0165-7052,"Jardim Valentim Viana, 71
Mariano De Abreu
10623947 Borges / PA"
546,53.743.227/0001-93,Ramos,(041) 2988 9479,"Estação Luiz Gustavo Nogueira, 90
Serra Verde
53263-740 da Cruz de Minas / MG"
547,53.745.811/0001-88,Lima,31 2209-9902,"Campo de Porto, 61
Alta Tensão 1ª Seção
61080430 da Rocha do Sul / PB"
548,53.901.178/0001-70,da Conceição,(021) 9538 5729,"Via de Nogueira, 27
Floresta
13127682 Gomes Verde / RN"
549,53.950.001/0001-63,Rezende,+55 (071) 5013 2667,"Parque Nascimento, 228
Calafate
23032-367 Nunes do Galho / AC"
550,54.000.505/0001-85,Pereira,0900 056 5683,"Fazenda Costa
Minas Brasil
76941549 Pires / MG"
551,54.077.622/0001-47,Andrade,+55 21 5337 4073,"Loteamento de Brito, 2
Pantanal
89294715 Albuquerque / RS"
552,54.153.399/0001-70,Santos,+55 (061) 3852 5678,"Colônia de Guerra, 974
Vila União
45655-491 Silveira da Prata / AP"
553,54.349.493/0001-07,Rezende Vieira S/A,(061) 2789-2507,"Aeroporto Casa Grande, 96
Nossa Senhora De Fátima
14282700 da Mota / PI"
554,54.432.742/0001-15,da Rosa - ME,84 4260 7258,"Estação de Fogaça, 917
Canadá
62595-425 Cavalcanti / MT"
555,54.977.653/0001-54,Pires Costa e Filhos,+55 51 1592 6999,"Trecho de Nascimento, 5
Vila Fumec
52493475 Sales / AM"
556,55.062.023/0001-12,Cirino Cavalcanti - ME,(061) 8324-4756,"Avenida Gustavo Henrique Albuquerque, 3
Parque São Pedro
72836-130 Aparecida / PA"
557,55.081.151/0001-03,Pacheco S.A.,(031) 5743-3272,"Conjunto Pinto, 81
Renascença
50316-312 Câmara de Machado / PI"
558,55.082.608/0001-02,Vasconcelos - EI,41 3893-9242,"Sítio Vicente da Rocha, 812
São Gonçalo
95870900 Barros / MS"
559,55.086.654/0001-71,Mendes,+55 21 5090-0400,"Morro Pedro Rios, 2
Jardim Vitoria
97365236 Fernandes / MS"
560,55.098.217/0001-78,Alves,+55 (051) 0746 7916,"Vale Monteiro, 2
Silveira
32410-511 Rezende / AM"
561,55.101.465/0001-20,Brito Aragão Ltda.,(021) 7611-3200,"Viaduto de Lopes, 86
Havaí
24079-550 Pimenta / RJ"
562,55.183.530/0001-04,Ramos,+55 (021) 5534 4326,"Pátio João Miguel Vieira, 55
Alta Tensão 2ª Seção
71583-120 Souza de Siqueira / RN"
563,55.205.273/0001-64,Aragão - EI,81 6134 2258,"Alameda Camargo, 91
Vila Nova
74905118 Ramos / MG"
564,55.410.231/0001-65,da Rosa Vasconcelos - ME,+55 31 8365-5490,"Parque de Montenegro
Alta Tensão 1ª Seção
85869-127 Andrade / MA"
565,55.562.730/0001-78,da Conceição,(021) 6823 3002,"Sítio Ramos, 77
Jaqueline
08217-764 Camargo de Minas / MA"
566,55.763.510/0001-02,Moraes,+55 21 2078-4279,"Avenida Cassiano, 9
Monte Azul
11471158 Cavalcanti / CE"
567,55.786.595/0001-44,Vasconcelos,+55 51 4629 3999,"Conjunto Alice Souza, 51
Pompéia
74501741 Moura / PI"
568,56.330.537/0001-74,Cunha,0500-198-0243,"Setor Emanuel Fernandes
Pirineus
05305302 Azevedo / AP"
569,56.343.764/0001-34,Peixoto,0800-781-9464,"Distrito de Jesus, 36
Santa Monica
39554230 Pereira / MS"
570,56.346.216/0001-68,Pacheco e Filhos,(011) 8517 4563,"Trevo de Macedo, 298
Vila Da Ária
10784-756 Andrade de das Neves / RO"
571,56.773.021/0001-02,Araújo - EI,0500-183-1191,"Pátio Brenda Leão
Nova Gameleira
13859623 Guerra de da Rosa / PE"
572,56.935.836/0001-32,Mendes,+55 41 9782 3177,"Parque da Costa, 89
São Bernardo
04532756 Melo do Oeste / RN"
573,57.039.442/0001-69,Câmara Siqueira S.A.,+55 41 1127 5825,"Setor Leão, 32
Mariano De Abreu
59364-834 Dias / SC"
574,57.134.606/0001-37,Novais,+55 (084) 7601-2183,"Vereda Bianca Carvalho, 93
Grajaú
96728849 Ribeiro de Silveira / SE"
575,57.141.110/0001-90,Cavalcanti,(084) 6181-5705,"Vale Diogo Cunha, 6
Santa Cruz
72882850 Andrade Verde / DF"
576,57.237.184/0001-25,Melo S/A,+55 71 2510 7819,"Aeroporto Pedro Henrique Novaes
Santa Sofia
10594-885 Silveira / RS"
577,57.461.057/0001-05,Oliveira Marques - EI,+55 31 0118-7273,"Pátio Maria Julia Caldeira
Juliana
25922085 Gonçalves / BA"
578,57.500.937/0001-43,Dias - EI,+55 (031) 2753 9893,"Residencial Marques, 8
Conjunto Santa Maria
88915-490 Andrade / MA"
579,57.760.415/0001-80,Ramos S.A.,+55 (051) 0223 4663,"Área de Aragão, 50
Vila Petropolis
49808-759 Sales de Camargo / RJ"
580,57.956.292/0001-58,Vieira Macedo e Filhos,11 5831-0773,"Jardim Rezende, 6
Leonina
83802365 Cardoso do Oeste / PB"
581,57.959.042/0001-71,Gonçalves da Conceição S/A,21 7554 1938,"Viela de Sá
Santa Lúcia
62590359 Campos de Moura / DF"
582,58.020.309/0001-23,Duarte Almeida e Filhos,(071) 2745 8324,"Campo de da Cruz, 945
Vila Barragem Santa Lúcia
37598351 Fogaça da Serra / CE"
583,58.050.075/0001-67,Barbosa Correia S/A,71 7045 9543,"Jardim de Brito, 67
Paulo Vi
28633-905 da Costa da Serra / AP"
584,58.092.730/0001-40,Oliveira,+55 (011) 0948-0115,"Vila Melo, 8
Atila De Paiva
31064-144 Novaes / PE"
585,58.444.708/0001-11,Rocha - ME,+55 41 5772 1104,"Loteamento João Pedro da Cunha, 772
Vila Ouro Minas
53556016 Moura / AL"
586,58.636.181/0001-27,Aparecida da Costa S.A.,84 9238-2976,"Vereda de Rocha, 881
Vila Jardim Alvorada
74764631 Peixoto / CE"
587,58.659.833/0001-49,da Cruz,+55 (084) 7470 6573,"Avenida Diogo Freitas, 321
Pompéia
70840314 Marques / MA"
588,58.766.393/0001-29,Melo,31 7549-7260,"Rua de Mendes
Bandeirantes
43487531 Macedo da Prata / AP"
589,58.872.688/0001-80,Lopes,+55 11 0410 5275,"Morro Gonçalves, 3
Conjunto Jardim Filadélfia
49716403 da Conceição / PI"
590,58.958.164/0001-06,da Paz,0900 079 2095,"Condomínio de da Rosa, 29
Padre Eustáquio
17721-626 Gonçalves / DF"
